Period,Year,Price
5886,2025,50.90799
5887,2025,50.90799
5888,2025,50.90797
5889,2025,1.815353
5890,2025,1.815347
5891,2025,1.815347
5892,2025,1.815347
5893,2025,1.815347
5894,2025,1.815347
5895,2025,1.815347
5896,2025,1.815347
5897,2025,1.815347
5898,2025,1.815347
5899,2025,1.815347
5900,2025,50.90799
5901,2025,77.38498
5902,2025,86.75137
5903,2025,82.38498
5904,2025,77.38498
5905,2025,77.38497
5906,2025,65.21011
5907,2025,65.04553
5908,2025,60.43711
5909,2025,60.43711
5910,2025,65.20161
5911,2025,77.38499
5912,2025,77.38499
5913,2025,82.38496
5914,2025,68.75184
5915,2025,50.90799
5916,2025,1.815347
5917,2025,1.815347
5918,2025,1.815347
5919,2025,1.815347
5920,2025,1.815347
5921,2025,1.815347
5922,2025,1.815355
5923,2025,50.90799
5924,2025,71.90549
5925,2025,85.08083
5926,2025,96.49465
5927,2025,82.38499
5928,2025,77.38502
5929,2025,77.38501
5930,2025,71.90562
5931,2025,65.19559
5932,2025,69.13463
5933,2025,65.19559
5934,2025,65.19559
5935,2025,71.24821
5936,2025,77.385
5937,2025,77.38501
5938,2025,68.75178
5939,2025,50.908
5940,2025,50.90799
5941,2025,1.815348
5942,2025,1.815347
5943,2025,1.815347
5944,2025,1.815347
5945,2025,50.90799
5946,2025,50.90801
5947,2025,68.87767
5948,2025,95.22691
5949,2025,96.49336
5950,2025,96.49991
5951,2025,95.31315
5952,2025,94.81238
5953,2025,82.56749
5954,2025,65.18884
5955,2025,65.18818
5956,2025,65.18436
5957,2025,65.18153
5958,2025,65.18408
5959,2025,75.44897
5960,2025,95.22691
5961,2025,95.22691
5962,2025,71.90536
5963,2025,68.75219
5964,2025,65.17212
5965,2025,61.25051
5966,2025,50.908
5967,2025,37.14575
5968,2025,50.908
5969,2025,65.16946
5970,2025,65.18153
5971,2025,70.10573
5972,2025,95.22691
5973,2025,96.50653
5974,2025,105.4746
5975,2025,95.22689
5976,2025,87.38207
5977,2025,79.37932
5978,2025,65.18153
5979,2025,65.18152
5980,2025,65.18152
5981,2025,65.18152
5982,2025,65.18153
5983,2025,95.22691
5984,2025,95.2269
5985,2025,95.31313
5986,2025,73.97866
5987,2025,65.18407
5988,2025,65.18153
5989,2025,61.25051
5990,2025,61.25051
5991,2025,58.51096
5992,2025,58.51103
5993,2025,61.25051
5994,2025,70.10571
5995,2025,96.49496
5996,2025,96.50565
5997,2025,116.1866
5998,2025,113.5964
5999,2025,98.50687
6000,2025,96.50546
6001,2025,96.49493
6002,2025,74.59075
6003,2025,74.58075
6004,2025,74.58075
6005,2025,74.58075
6006,2025,76.33057
6007,2025,89.19914
6008,2025,96.50591
6009,2025,96.50713
6010,2025,96.50547
6011,2025,80.04401
6012,2025,66.20438
6013,2025,65.20743
6014,2025,62.19596
6015,2025,61.36187
6016,2025,62.19596
6017,2025,65.20445
6018,2025,73.6894
6019,2025,96.49551
6020,2025,97.6216
6021,2025,116.3827
6022,2025,149.4467
6023,2025,107.8773
6024,2025,96.50546
6025,2025,100.1134
6026,2025,100.1134
6027,2025,100.1045
6028,2025,100.1067
6029,2025,100.1077
6030,2025,100.1066
6031,2025,100.1052
6032,2025,100.1019
6033,2025,96.38422
6034,2025,90.30787
6035,2025,70.10596
6036,2025,69.09072
6037,2025,65.09069
6038,2025,49.89431
6039,2025,45.46014
6040,2025,49.96225
6041,2025,68.09747
6042,2025,69.09073
6043,2025,71.90555
6044,2025,100.1134
6045,2025,102.9131
6046,2025,111.9196
6047,2025,111.7204
6048,2025,102.9145
6049,2025,100.1134
6050,2025,100.1134
6051,2025,100.0924
6052,2025,100.0924
6053,2025,100.0962
6054,2025,100.0924
6055,2025,100.0881
6056,2025,100.0844
6057,2025,80.7326
6058,2025,69.09074
6059,2025,65.09071
6060,2025,45.08506
6061,2025,33.92216
6062,2025,10.01001
6063,2025,10.01003
6064,2025,20.00997
6065,2025,40.32207
6066,2025,65.09072
6067,2025,69.09073
6068,2025,95.9907
6069,2025,100.1134
6070,2025,100.1134
6071,2025,100.1134
6072,2025,100.1134
6073,2025,100.1134
6074,2025,100.0801
6075,2025,100.0842
6076,2025,100.0817
6077,2025,93.77213
6078,2025,100.0814
6079,2025,100.0817
6080,2025,100.1158
6081,2025,102.9193
6082,2025,100.0787
6083,2025,95.98971
6084,2025,69.09074
6085,2025,68.0897
6086,2025,65.09072
6087,2025,59.71399
6088,2025,58.51102
6089,2025,61.36203
6090,2025,69.09073
6091,2025,96.38408
6092,2025,100.1134
6093,2025,116.5462
6094,2025,111.9296
6095,2025,102.9148
6096,2025,100.1134
6097,2025,100.0841
6098,2025,100.0864
6099,2025,100.091
6100,2025,100.0948
6101,2025,100.0906
6102,2025,100.0886
6103,2025,100.1134
6104,2025,102.9056
6105,2025,102.9056
6106,2025,100.0908
6107,2025,91.61169
6108,2025,69.09072
6109,2025,65.09074
6110,2025,65.09074
6111,2025,61.36201
6112,2025,61.36168
6113,2025,65.09074
6114,2025,69.09072
6115,2025,100.0802
6116,2025,100.1134
6117,2025,111.9296
6118,2025,147.1211
6119,2025,102.9096
6120,2025,100.1134
6121,2025,100.1011
6122,2025,100.0825
6123,2025,100.0796
6124,2025,98.13749
6125,2025,93.77214
6126,2025,94.63967
6127,2025,100.0712
6128,2025,100.1134
6129,2025,100.1134
6130,2025,100.1134
6131,2025,96.38451
6132,2025,65.09074
6133,2025,65.09074
6134,2025,65.09074
6135,2025,58.35769
6136,2025,58.35741
6137,2025,59.71426
6138,2025,65.09074
6139,2025,68.06297
6140,2025,95.11343
6141,2025,100.1097
6142,2025,100.0919
6143,2025,96.19251
6144,2025,94.60288
6145,2025,85.24858
6146,2025,68.06674
6147,2025,65.09074
6148,2025,65.09073
6149,2025,65.09073
6150,2025,68.07052
6151,2025,70.19279
6152,2025,95.11342
6153,2025,95.11342
6154,2025,71.90536
6155,2025,68.07302
6156,2025,61.98416
6157,2025,1.815347
6158,2025,1.815347
6159,2025,1.815347
6160,2025,1.815347
6161,2025,1.815347
6162,2025,61.98416
6163,2025,68.87781
6164,2025,91.2302
6165,2025,100.1052
6166,2025,100.1068
6167,2025,96.03069
6168,2025,90.88945
6169,2025,65.09074
6170,2025,61.98416
6171,2025,61.98415
6172,2025,61.98417
6173,2025,61.98416
6174,2025,61.98417
6175,2025,73.48009
6176,2025,91.23021
6177,2025,91.2302
6178,2025,68.75175
6179,2025,61.98417
6180,2025,37.14575
6181,2025,7.448287
6182,2025,7.000023
6183,2025,1.815347
6184,2025,6.980016
6185,2025,10.21408
6186,2025,61.98415
6187,2025,73.97841
6188,2025,94.97192
6189,2025,100.1134
6190,2025,100.1134
6191,2025,91.23019
6192,2025,91.23019
6193,2025,73.97903
6194,2025,70.10577
6195,2025,68.87754
6196,2025,65.40363
6197,2025,65.40363
6198,2025,65.40363
6199,2025,64.36501
6200,2025,71.45832
6201,2025,81.2321
6202,2025,68.75163
6203,2025,61.36213
6204,2025,61.36213
6205,2025,41.58951
6206,2025,41.58951
6207,2025,36.52795
6208,2025,41.58951
6209,2025,61.36213
6210,2025,61.36214
6211,2025,70.10576
6212,2025,95.45268
6213,2025,95.46696
6214,2025,103.5294
6215,2025,95.4642
6216,2025,95.45268
6217,2025,95.45267
6218,2025,95.45267
6219,2025,95.4481
6220,2025,95.44883
6221,2025,95.45267
6222,2025,95.44883
6223,2025,73.97848
6224,2025,73.97887
6225,2025,73.97862
6226,2025,68.75214
6227,2025,61.36215
6228,2025,36.07896
6229,2025,10.00997
6230,2025,7.010008
6231,2025,1.977481
6232,2025,6.990003
6233,2025,39.92476
6234,2025,64.37134
6235,2025,70.10589
6236,2025,95.46808
6237,2025,104.9193
6238,2025,104.9177
6239,2025,104.9177
6240,2025,95.4649
6241,2025,95.45269
6242,2025,95.43704
6243,2025,95.44115
6244,2025,95.43937
6245,2025,95.43452
6246,2025,95.43828
6247,2025,95.45269
6248,2025,104.9347
6249,2025,106.1855
6250,2025,100.6408
6251,2025,93.87817
6252,2025,87.37328
6253,2025,72.93415
6254,2025,64.35938
6255,2025,61.36216
6256,2025,61.36216
6257,2025,72.93414
6258,2025,95.43835
6259,2025,96.38408
6260,2025,104.9406
6261,2025,131.109
6262,2025,124.0906
6263,2025,104.9205
6264,2025,104.9205
6265,2025,95.45271
6266,2025,95.45267
6267,2025,95.44793
6268,2025,95.45177
6269,2025,95.44752
6270,2025,95.44553
6271,2025,95.45266
6272,2025,104.9406
6273,2025,104.9347
6274,2025,100.0976
6275,2025,95.45266
6276,2025,95.44652
6277,2025,95.44958
6278,2025,86.98341
6279,2025,86.96243
6280,2025,86.96243
6281,2025,92.18802
6282,2025,95.44202
6283,2025,95.45273
6284,2025,104.9205
6285,2025,121.3806
6286,2025,104.9205
6287,2025,95.45273
6288,2025,95.44025
6289,2025,78.73852
6290,2025,78.23923
6291,2025,65.54958
6292,2025,65.36217
6293,2025,65.36217
6294,2025,65.36217
6295,2025,65.36216
6296,2025,95.42596
6297,2025,95.42717
6298,2025,73.97851
6299,2025,68.75219
6300,2025,64.33095
6301,2025,61.36217
6302,2025,61.36217
6303,2025,41.58951
6304,2025,59.50427
6305,2025,61.92491
6306,2025,65.36216
6307,2025,70.10573
6308,2025,95.42068
6309,2025,95.4527
6310,2025,95.45271
6311,2025,95.44904
6312,2025,93.89288
6313,2025,86.23354
6314,2025,82.01909
6315,2025,81.87266
6316,2025,81.76671
6317,2025,81.87265
6318,2025,84.85552
6319,2025,95.45269
6320,2025,95.45269
6321,2025,95.45271
6322,2025,95.42995
6323,2025,71.90542
6324,2025,64.34734
6325,2025,61.95168
6326,2025,61.95168
6327,2025,61.36216
6328,2025,61.36217
6329,2025,61.95169
6330,2025,71.20808
6331,2025,95.44157
6332,2025,95.45271
6333,2025,126.3433
6334,2025,108.7415
6335,2025,95.45271
6336,2025,93.89291
6337,2025,87.0031
6338,2025,80.60181
6339,2025,79.37955
6340,2025,78.22923
6341,2025,78.22923
6342,2025,80.40338
6343,2025,93.87614
6344,2025,95.45271
6345,2025,95.45271
6346,2025,93.9048
6347,2025,87.62264
6348,2025,65.36216
6349,2025,65.36216
6350,2025,65.36216
6351,2025,61.36216
6352,2025,59.71404
6353,2025,61.36216
6354,2025,65.36215
6355,2025,95.4349
6356,2025,95.45271
6357,2025,124.7424
6358,2025,108.7415
6359,2025,97.10558
6360,2025,95.45269
6361,2025,98.82692
6362,2025,98.82693
6363,2025,98.82693
6364,2025,98.81497
6365,2025,98.81297
6366,2025,98.81638
6367,2025,92.4881
6368,2025,98.81638
6369,2025,93.50925
6370,2025,89.22911
6371,2025,68.87766
6372,2025,67.05679
6373,2025,56.3855
6374,2025,56.3855
6375,2025,37.14575
6376,2025,1.815347
6377,2025,37.14575
6378,2025,56.38551
6379,2025,68.7522
6380,2025,84.2319
6381,2025,91.45667
6382,2025,91.4558
6383,2025,89.23189
6384,2025,84.23189
6385,2025,73.97866
6386,2025,70.10555
6387,2025,67.04874
6388,2025,58.64598
6389,2025,37.14575
6390,2025,20.00996
6391,2025,20.00996
6392,2025,20.00997
6393,2025,17.49224
6394,2025,1.815347
6395,2025,1.815347
6396,2025,1.815347
6397,2025,1.815347
6398,2025,1.815347
6399,2025,1.815347
6400,2025,1.815347
6401,2025,1.815347
6402,2025,1.815347
6403,2025,1.815347
6404,2025,1.815347
6405,2025,16.01918
6406,2025,36.52795
6407,2025,16.01918
6408,2025,1.815352
6409,2025,1.815347
6410,2025,1.815347
6411,2025,1.815347
6412,2025,1.815347
6413,2025,1.815347
6414,2025,1.815347
6415,2025,1.815351
6416,2025,20.00998
6417,2025,43.76246
6418,2025,16.01918
6419,2025,1.81535
6420,2025,1.815347
6421,2025,1.815347
6422,2025,1.815347
6423,2025,1.815347
6424,2025,1.815347
6425,2025,1.815347
6426,2025,1.81535
6427,2025,44.12017
6428,2025,87.58855
6429,2025,89.20719
6430,2025,89.20517
6431,2025,68.75208
6432,2025,44.12017
6433,2025,37.14575
6434,2025,24.29614
6435,2025,24.29613
6436,2025,24.29613
6437,2025,24.29612
6438,2025,24.29612
6439,2025,37.14575
6440,2025,49.12015
6441,2025,89.19781
6442,2025,44.12016
6443,2025,37.14575
6444,2025,24.29612
6445,2025,24.29612
6446,2025,24.29612
6447,2025,1.815347
6448,2025,1.815347
6449,2025,1.815347
6450,2025,24.29612
6451,2025,24.29612
6452,2025,70.1058
6453,2025,89.21003
6454,2025,90.40608
6455,2025,89.19575
6456,2025,70.10581
6457,2025,70.1058
6458,2025,60.35661
6459,2025,60.35661
6460,2025,60.35661
6461,2025,60.35661
6462,2025,60.3566
6463,2025,60.3566
6464,2025,79.24757
6465,2025,89.19575
6466,2025,89.19094
6467,2025,89.19067
6468,2025,68.13434
6469,2025,60.3566
6470,2025,60.3566
6471,2025,60.3566
6472,2025,60.35659
6473,2025,60.3566
6474,2025,73.97871
6475,2025,98.78115
6476,2025,98.82693
6477,2025,116.4538
6478,2025,104.6638
6479,2025,98.82692
6480,2025,98.82692
6481,2025,98.82692
6482,2025,98.82539
6483,2025,98.7891
6484,2025,92.49853
6485,2025,92.49853
6486,2025,92.49853
6487,2025,98.78986
6488,2025,98.83321
6489,2025,98.85133
6490,2025,98.82693
6491,2025,98.79371
6492,2025,98.80472
6493,2025,98.79915
6494,2025,93.86006
6495,2025,91.27699
6496,2025,90.82504
6497,2025,92.51268
6498,2025,98.80473
6499,2025,98.82693
6500,2025,98.82693
6501,2025,114.3861
6502,2025,98.82693
6503,2025,98.80472
6504,2025,89.92552
6505,2025,81.78227
6506,2025,79.38927
6507,2025,78.86501
6508,2025,77.70918
6509,2025,78.4079
6510,2025,68.06156
6511,2025,89.21989
6512,2025,98.81703
6513,2025,98.82691
6514,2025,98.82691
6515,2025,89.25768
6516,2025,89.21413
6517,2025,89.21235
6518,2025,89.21529
6519,2025,79.63091
6520,2025,68.06155
6521,2025,68.06154
6522,2025,83.02497
6523,2025,89.20602
6524,2025,98.82511
6525,2025,98.82693
6526,2025,98.82505
6527,2025,90.7719
6528,2025,87.99091
6529,2025,71.90541
6530,2025,68.75175
6531,2025,59.99096
6532,2025,59.99096
6533,2025,59.99096
6534,2025,59.99096
6535,2025,59.99096
6536,2025,69.65088
6537,2025,77.02598
6538,2025,76.59496
6539,2025,69.77876
6540,2025,69.63088
6541,2025,59.97097
6542,2025,59.97096
6543,2025,59.97097
6544,2025,59.97097
6545,2025,59.97097
6546,2025,59.97097
6547,2025,68.7522
6548,2025,71.90546
6549,2025,93.71371
6550,2025,92.49176
6551,2025,88.71371
6552,2025,70.10598
6553,2025,65.52699
6554,2025,60.00097
6555,2025,59.97097
6556,2025,59.97097
6557,2025,53.04997
6558,2025,53.04997
6559,2025,54.63407
6560,2025,53.04998
6561,2025,53.04997
6562,2025,9.589479
6563,2025,1.815347
6564,2025,1.815347
6565,2025,1.815347
6566,2025,1.815347
6567,2025,1.815347
6568,2025,1.815347
6569,2025,1.815347
6570,2025,53.04996
6571,2025,66.57433
6572,2025,93.69473
6573,2025,98.5716
6574,2025,96.88074
6575,2025,96.88072
6576,2025,93.6936
6577,2025,93.69344
6578,2025,90.57178
6579,2025,90.57178
6580,2025,90.57178
6581,2025,90.57178
6582,2025,93.69289
6583,2025,96.88073
6584,2025,110.7361
6585,2025,110.7557
6586,2025,96.88072
6587,2025,71.73142
6588,2025,66.50459
6589,2025,61.72745
6590,2025,56.66465
6591,2025,56.51604
6592,2025,56.51634
6593,2025,61.72746
6594,2025,66.50459
6595,2025,93.69021
6596,2025,110.7323
6597,2025,111.2626
6598,2025,110.7328
6599,2025,101.7263
6600,2025,96.88074
6601,2025,93.69566
6602,2025,93.69792
6603,2025,89.61109
6604,2025,88.78236
6605,2025,88.78236
6606,2025,89.6111
6607,2025,95.91033
6608,2025,110.7333
6609,2025,110.7333
6610,2025,101.7263
6611,2025,93.6799
6612,2025,70.38101
6613,2025,62.50461
6614,2025,59.47886
6615,2025,56.6354
6616,2025,56.66498
6617,2025,62.50461
6618,2025,70.38101
6619,2025,96.88077
6620,2025,110.7333
6621,2025,111.2739
6622,2025,110.7333
6623,2025,101.7263
6624,2025,101.7263
6625,2025,96.88078
6626,2025,93.69408
6627,2025,91.03365
6628,2025,91.03365
6629,2025,91.03365
6630,2025,91.03364
6631,2025,93.68272
6632,2025,101.7263
6633,2025,109.0738
6634,2025,96.88075
6635,2025,70.38101
6636,2025,69.16131
6637,2025,61.20837
6638,2025,56.51591
6639,2025,52.76438
6640,2025,53.04997
6641,2025,60.381
6642,2025,70.38101
6643,2025,93.68028
6644,2025,110.7131
6645,2025,111.2401
6646,2025,110.7123
6647,2025,101.7262
6648,2025,96.88075
6649,2025,93.67132
6650,2025,73.96048
6651,2025,73.6031
6652,2025,73.6031
6653,2025,73.96049
6654,2025,79.52985
6655,2025,93.68375
6656,2025,110.7123
6657,2025,110.7333
6658,2025,101.7263
6659,2025,71.73096
6660,2025,66.85191
6661,2025,62.5046
6662,2025,59.47872
6663,2025,57.85614
6664,2025,59.47889
6665,2025,62.5046
6666,2025,71.73098
6667,2025,96.88075
6668,2025,110.7491
6669,2025,126.3922
6670,2025,111.2431
6671,2025,101.7263
6672,2025,96.88075
6673,2025,93.69839
6674,2025,92.65099
6675,2025,86.22196
6676,2025,74.50697
6677,2025,75.75336
6678,2025,78.75568
6679,2025,92.48697
6680,2025,101.7263
6681,2025,101.7263
6682,2025,93.70168
6683,2025,67.9165
6684,2025,63.95162
6685,2025,63.5798
6686,2025,61.7508
6687,2025,53.04998
6688,2025,45.96306
6689,2025,53.04998
6690,2025,67.22997
6691,2025,93.68951
6692,2025,110.7534
6693,2025,111.2619
6694,2025,110.7333
6695,2025,99.04301
6696,2025,93.68951
6697,2025,86.26039
6698,2025,76.23873
6699,2025,77.29538
6700,2025,66.80096
6701,2025,66.3279
6702,2025,66.80096
6703,2025,66.83556
6704,2025,77.36579
6705,2025,86.25669
6706,2025,67.91628
6707,2025,66.32791
6708,2025,58.01748
6709,2025,56.51606
6710,2025,56.51605
6711,2025,1.815347
6712,2025,1.815347
6713,2025,1.815347
6714,2025,58.01749
6715,2025,66.61463
6716,2025,86.27187
6717,2025,86.27186
6718,2025,86.27186
6719,2025,86.2634
6720,2025,86.2612
6721,2025,84.71233
6722,2025,71.73127
6723,2025,71.73098
6724,2025,66.61463
6725,2025,66.61463
6726,2025,66.61463
6727,2025,66.61463
6728,2025,78.48995
6729,2025,73.19929
6730,2025,66.61475
6731,2025,58.01749
6732,2025,56.51605
6733,2025,35.92934
6734,2025,35.92934
6735,2025,1.815347
6736,2025,1.815347
6737,2025,50.02911
6738,2025,64.81186
6739,2025,71.73135
6740,2025,100.8642
6741,2025,101.6599
6742,2025,101.6599
6743,2025,100.8642
6744,2025,100.8642
6745,2025,86.24146
6746,2025,80.03571
6747,2025,76.24101
6748,2025,76.23101
6749,2025,76.21101
6750,2025,80.13477
6751,2025,92.18935
6752,2025,101.6599
6753,2025,101.6599
6754,2025,86.23824
6755,2025,69.69089
6756,2025,66.32793
6757,2025,57.85602
6758,2025,57.79556
6759,2025,56.51604
6760,2025,56.51604
6761,2025,61.23168
6762,2025,69.69135
6763,2025,98.59784
6764,2025,107.418
6765,2025,125.6125
6766,2025,106.719
6767,2025,101.6599
6768,2025,92.65138
6769,2025,80.62169
6770,2025,79.24845
6771,2025,78.95186
6772,2025,78.95186
6773,2025,78.95186
6774,2025,79.24844
6775,2025,91.04182
6776,2025,101.6599
6777,2025,106.3077
6778,2025,99.04251
6779,2025,86.25351
6780,2025,66.32796
6781,2025,66.32794
6782,2025,61.36853
6783,2025,57.85597
6784,2025,59.47875
6785,2025,66.32795
6786,2025,70.32794
6787,2025,101.6599
6788,2025,108.4456
6789,2025,117.4498
6790,2025,107.3737
6791,2025,107.3737
6792,2025,101.66
6793,2025,86.2439
6794,2025,86.23916
6795,2025,86.23916
6796,2025,81.95202
6797,2025,85.4065
6798,2025,86.23555
6799,2025,98.05229
6800,2025,107.403
6801,2025,115.3547
6802,2025,107.3818
6803,2025,99.29268
6804,2025,86.21958
6805,2025,74.89896
6806,2025,74.89896
6807,2025,73.87769
6808,2025,66.32794
6809,2025,74.89896
6810,2025,86.2302
6811,2025,104.7822
6812,2025,107.4011
6813,2025,128.1214
6814,2025,107.3803
6815,2025,101.6599
6816,2025,93.368
6817,2025,86.13961
6818,2025,83.93399
6819,2025,80.99937
6820,2025,79.14526
6821,2025,79.14526
6822,2025,80.99937
6823,2025,87.21161
6824,2025,107.3725
6825,2025,107.3737
6826,2025,107.3711
6827,2025,86.23363
6828,2025,66.32794
6829,2025,66.32794
6830,2025,66.32793
6831,2025,59.47892
6832,2025,57.85645
6833,2025,61.36893
6834,2025,66.32793
6835,2025,96.65992
6836,2025,107.3852
6837,2025,111.0511
6838,2025,96.65993
6839,2025,96.65993
6840,2025,92.68961
6841,2025,83.01189
6842,2025,79.92652
6843,2025,79.14527
6844,2025,79.14526
6845,2025,79.14526
6846,2025,79.14526
6847,2025,86.25141
6848,2025,86.24795
6849,2025,86.24915
6850,2025,71.73099
6851,2025,67.9165
6852,2025,64.83121
6853,2025,56.66478
6854,2025,56.66478
6855,2025,56.66478
6856,2025,56.51634
6857,2025,56.66479
6858,2025,64.83121
6859,2025,69.69085
6860,2025,94.78901
6861,2025,97.57327
6862,2025,96.35365
6863,2025,96.33133
6864,2025,86.86909
6865,2025,76.82603
6866,2025,76.80874
6867,2025,76.79871
6868,2025,76.77872
6869,2025,76.79871
6870,2025,76.79871
6871,2025,76.79872
6872,2025,78.60452
6873,2025,79.40868
6874,2025,77.622
6875,2025,67.92977
6876,2025,64.19121
6877,2025,52.52694
6878,2025,52.52694
6879,2025,52.52694
6880,2025,44.92924
6881,2025,52.52694
6882,2025,52.52695
6883,2025,69.69125
6884,2025,84.40868
6885,2025,98.34175
6886,2025,84.43063
6887,2025,79.40868
6888,2025,79.40868
6889,2025,71.73122
6890,2025,67.91627
6891,2025,66.61479
6892,2025,66.61431
6893,2025,66.57399
6894,2025,66.57416
6895,2025,65.21733
6896,2025,67.93119
6897,2025,66.57393
6898,2025,52.52696
6899,2025,1.815347
6900,2025,1.815347
6901,2025,1.815347
6902,2025,1.815347
6903,2025,1.815347
6904,2025,1.815347
6905,2025,1.815347
6906,2025,1.815347
6907,2025,1.815347
6908,2025,66.574
6909,2025,84.39539
6910,2025,84.39539
6911,2025,84.39539
6912,2025,68.99258
6913,2025,68.99258
6914,2025,57.85596
6915,2025,57.85597
6916,2025,56.66461
6917,2025,57.85597
6918,2025,56.66455
6919,2025,83.2103
6920,2025,84.40794
6921,2025,84.40869
6922,2025,84.39539
6923,2025,66.61444
6924,2025,56.51633
6925,2025,52.52696
6926,2025,44.92923
6927,2025,35.92934
6928,2025,44.92922
6929,2025,52.52697
6930,2025,56.51632
6931,2025,71.73113
6932,2025,84.40872
6933,2025,99.90686
6934,2025,92.29125
6935,2025,84.40671
6936,2025,79.61137
6937,2025,76.77873
6938,2025,71.73131
6939,2025,57.85638
6940,2025,56.51644
6941,2025,56.51632
6942,2025,62.50955
6943,2025,81.15051
6944,2025,84.40873
6945,2025,84.41676
6946,2025,84.39539
6947,2025,66.5743
6948,2025,56.51631
6949,2025,44.92923
6950,2025,35.92934
6951,2025,1.815347
6952,2025,1.815347
6953,2025,23.60361
6954,2025,52.52699
6955,2025,67.91539
6956,2025,84.40424
6957,2025,84.40874
6958,2025,84.40874
6959,2025,83.20007
6960,2025,67.91667
6961,2025,64.88718
6962,2025,56.51632
6963,2025,56.51632
6964,2025,56.51632
6965,2025,56.51632
6966,2025,56.51632
6967,2025,75.42069
6968,2025,84.39539
6969,2025,84.40872
6970,2025,84.38925
6971,2025,56.51631
6972,2025,52.52698
6973,2025,1.815347
6974,2025,1.815347
6975,2025,1.815347
6976,2025,1.815347
6977,2025,1.815347
6978,2025,1.815358
6979,2025,66.61488
6980,2025,84.39538
6981,2025,89.39509
6982,2025,87.10581
6983,2025,84.38667
6984,2025,68.68709
6985,2025,74.77497
6986,2025,57.85623
6987,2025,56.5163
6988,2025,56.51607
6989,2025,56.51606
6990,2025,56.5163
6991,2025,78.2277
6992,2025,84.39938
6993,2025,89.39509
6994,2025,84.39938
6995,2025,69.69112
6996,2025,67.91628
6997,2025,60.19482
6998,2025,56.51951
6999,2025,56.51606
7000,2025,56.51606
7001,2025,56.51951
7002,2025,56.66461
7003,2025,84.41101
7004,2025,99.90526
7005,2025,99.90845
7006,2025,97.85786
7007,2025,92.13976
7008,2025,83.55927
7009,2025,79.23842
7010,2025,78.94707
7011,2025,78.4931
7012,2025,68.92677
7013,2025,68.92677
7014,2025,79.44832
7015,2025,96.47221
7016,2025,99.9107
7017,2025,99.93699
7018,2025,99.92019
7019,2025,99.90565
7020,2025,96.4722
7021,2025,84.41066
7022,2025,84.41361
7023,2025,81.07132
7024,2025,84.4151
7025,2025,92.23286
7026,2025,94.52724
7027,2025,99.90845
7028,2025,129.4363
7029,2025,114.7935
7030,2025,99.91992
7031,2025,99.90845
7032,2025,99.90565
7033,2025,94.52752
7034,2025,94.52757
7035,2025,87.32198
7036,2025,87.32197
7037,2025,87.32305
7038,2025,87.32188
7039,2025,87.3205
7040,2025,97.6646
7041,2025,101.2322
7042,2025,99.37208
7043,2025,83.68786
7044,2025,69.98573
7045,2025,69.98573
7046,2025,69.98573
7047,2025,69.98573
7048,2025,69.98573
7049,2025,65.98574
7050,2025,69.98574
7051,2025,93.41849
7052,2025,101.2322
7053,2025,108.5417
7054,2025,101.2322
7055,2025,101.2322
7056,2025,101.2322
7057,2025,93.4185
7058,2025,91.45359
7059,2025,81.70715
7060,2025,71.73103
7061,2025,69.98575
7062,2025,69.98574
7063,2025,69.98574
7064,2025,69.98575
7065,2025,69.98574
7066,2025,69.98575
7067,2025,65.98576
7068,2025,56.66489
7069,2025,56.66471
7070,2025,56.66462
7071,2025,56.66488
7072,2025,56.66477
7073,2025,60.46526
7074,2025,67.9167
7075,2025,69.98574
7076,2025,99.67085
7077,2025,101.2322
7078,2025,101.1951
7079,2025,99.66688
7080,2025,87.29736
7081,2025,79.87522
7082,2025,79.54729
7083,2025,79.38587
7084,2025,69.98576
7085,2025,79.38007
7086,2025,79.38008
7087,2025,87.29701
7088,2025,101.2322
7089,2025,101.2322
7090,2025,101.2322
7091,2025,87.29701
7092,2025,87.29283
7093,2025,69.98577
7094,2025,69.98576
7095,2025,69.98576
7096,2025,69.98576
7097,2025,69.98576
7098,2025,92.65119
7099,2025,101.2193
7100,2025,114.2291
7101,2025,127.5596
7102,2025,109.0111
7103,2025,101.2322
7104,2025,94.52768
7105,2025,94.5272
7106,2025,87.30168
7107,2025,87.30167
7108,2025,85.04474
7109,2025,85.92774
7110,2025,86.66484
7111,2025,101.1776
7112,2025,101.2322
7113,2025,101.2322
7114,2025,101.2322
7115,2025,79.37663
7116,2025,65.98578
7117,2025,59.47887
7118,2025,57.85618
7119,2025,56.66506
7120,2025,57.85618
7121,2025,65.98578
7122,2025,71.73138
7123,2025,101.2322
7124,2025,108.5417
7125,2025,126.03
7126,2025,107.5789
7127,2025,101.2363
7128,2025,93.2229
7129,2025,88.5685
7130,2025,87.29784
7131,2025,85.92168
7132,2025,81.0099
7133,2025,79.3624
7134,2025,79.3624
7135,2025,85.92168
7136,2025,93.57216
7137,2025,101.2322
7138,2025,93.55096
7139,2025,87.27792
7140,2025,87.27531
7141,2025,87.27753
7142,2025,87.28084
7143,2025,79.34261
7144,2025,80.14284
7145,2025,87.28168
7146,2025,87.28594
7147,2025,100.6528
7148,2025,107.2899
7149,2025,114.2194
7150,2025,106.9843
7151,2025,102.877
7152,2025,100.6346
7153,2025,89.77232
7154,2025,87.26057
7155,2025,85.3383
7156,2025,80.51364
7157,2025,80.51364
7158,2025,85.39532
